Text,Rating,Drug
I have diabetes type 2. I started using Victoza for 3 weeks now. I have lost 10 lb and I feel so energetic through the day. I love it . I just hope I keep losing weight because I have another 20lb to go and my sugar levels have been normal.,10.0,Victoza
"My HbAC1 was at 8.5 and I tried many medicine for 4 years and without great success.   I started using Victoza 7 weeks ago.   First 2 weeks, I used 0.6mg and it did not do much for me, hardly noticed the difference.    I increased to 1.2mg the following week.   I try to remember, but I did not remember much side effect.   I did have bruising at the injection site about 4 times, if you even call that side effect.   The morning blood sugar came normal around 7.2.   I lost only 2 kilograms(4 lb) for the fist 30 days.    On the fifth week, I went to 1.8mg.   Now I really start to feel there is no appetite.   I eat every 2 hours for some fruit or other little snacks.   Now, I do have trouble sleeping, but I can live with that.   a total 9lb now",10.0,Victoza
Started on Victoza just 2 weeks ago and I was amazed. I lost 7lbs in the first week - only problem is for last two days I have been having ,,Victoza
"Me again! I am now completing my second week of Victoza. My blood sugars are down around 102 after being at 200-250 most of the time! Amazing! I have had some nausea side effects though. I can barely eat, it's work to put anything into my mouth and I am a huge foodie. Love to think about, look at and eat food but I just can't do it. It's really weird. I have lost 4 pounds from when I started this medicine and I can tell I will lose more because it is a struggle to eat. There have been 2 days that I have had to go home from work, though. Those 2 days all I could do was sleep and I just felt miserable. Yesterday was one of those days and I had a horrible headache that wouldn't go away with Advil. I'll report again in a few weeks!",9.0,Victoza
"I have been on Victoza for quite a long while now.  I was between 278 and 287 pounds when I started and my blood sugar was not good.  I have been taking the Victoza well over a year now and am down to 215 pounds, quite amazing really as the medicine makes you not want to eat and you feel full with only a little food.
However, the nausea is the worst and getting accustomed to the medicine is the hardest part.  Yes, you should not take Victoza on an empty stomach.  I had started taking it in the early mornings.  But sometimes even though I ate a little something, once the nausea started then up came everything I had ever eaten in my life. It happens really fast!
  Just don't give up the fight, the good is better than the bad!",10.0,Victoza
"I'm a 35 year old woman with PCOS, pre diabetes and high resistance to weight loss. Started Victoza 7/14/17. Sugars now in normal range and I've lost 16 lbs so far! Side effects included some stomach pain/cramping at first that has now eased up. I eat less and stay away from heavy/greasy foods to avoid side effects. I find that I always feel full. Never hungry. Occasional constipation, nothing too bad.  Overall I'm very pleased to finally be losing weight and getting my sugars under control!  I started at .6 ml and now am at 1.8. I find the dosing easy and painless. I'm excited to see how this affects my A1c thrilled the scale is finally moving in the right direction!  I'll update in a few weeks.",10.0,Victoza
"So far so good,,,been on it for 11 days have lost 3,5 kilos but i have basically removed all sugars and starch from my diet, The great part is i do not crave carbs where as i use to live for them!! I dont eat meat so basically its veggies and fish,, My bs has dropped nicely as well.",10.0,Victoza
"At first the side effects were horrible, nausea, diarrhea etc. It seemed to subside after a while. However, My doc decided to up my dose to 1.8 and during that night I had the worst stomach pain (woke me up out of a dead sleep). I decided to take the same dose the second day, and again the same stomach pain. I went back down to 1.2 the day after that I could not handle the pain I was having. I will say I have lost 49lbs sense I started a few months back, but I have to wonder why my thyroid is starting to ache all the time?",2.0,Victoza
I've been on Victoza .6 for five days now along with 1000 mg of of Metformin ER each day.  My main complaint is diarrhea. I take it in the evening and once I get up in the morning I am in the bathroom 5 or 6 times. I've read so much information about Victoza and I was really hesitant to start taking it because of all the side effects. I also feel like I have a brick in my abdomen. I can only eat a little bit at a time and once I eat I hit the bathroom again. I'm trying to focus mainly on watching my carbs because that's truly my downfall. So far I've lost a pound a day. I really need this to lose weight and get off about 75 pounds. I've tried everything!  I'm having a hard time leaving the house with this diarrhea. Is it going to ever end?,,Victoza
"I've been taking Victoza for 2 months, up to full dose.  Side effects, gas and sulphur burps and acid reflux.  What I have realized is that this medicine actually makes your stomach empty slower into the smaller intestine.  Imagine you have a chemically induced lap-band.  You cannot eat what you were use to, your stomach is half full to begin with.  So with alot of trial and error you will figure out the eating habits to prevent the reflux and such.  I am planning on eliminating dinner, just a nestle' Boost and maybe cheese and grapes later but want to do just the boost.  So I hope major weight loss comes soon.  I will let you know.",7.0,Victoza
"I am going into my 4th month. The first 3 months I was only on .6 injection and had a monster sinus infection, huge doses of antibiotics and prednisone during the first 2 months...not Victoza related. The prednisone reqired me to up my dose to 1.2 to keep my blood sugar levels below 100nd stable. I lost a few pounds at the beginning, but I was seriously monitoring calorie intake so not sure that it was Victoza related. Like another rater, I get nauseated if I eat greasy foods...I am learning what the triggers are for that and just don't eat them. I am also Celiac so a touchy gut is not foreign. Plain, healthy foods are much more appealing. I have lost 18.5 lbs over the last 4 months. 5 of those pounds in the last two weeks...I am happy",10.0,Victoza
When I first started Victoria I got very sick.  I waited a week and tried it again. This time I made sure I had very light food. I had bought some pudding and jello (sugar free). I also had some ginger ale on hand because that settles my stomach. Started with the .6 and had nausea for the first 4 days. Then felt fine. Then went to the 1.2 again nausea for 4 days. Now I am doing the 1.8. I have lost 13 lbs in 6 weeks and I feel great. I also have been drinking a lot of water to help with the constipation. Thank-you Victoza.,10.0,Victoza
I had to let you know the AMAZING result I'm having with Victoza. At my highest was at 275lbs at 5'2,,Victoza
"I have been taking Victoza for 6 weeks for PCOS insulin resistance. I am on 0.6 mg daily injection. Lost 12 pounds, no more starvation, no hand shaking, and no constant thinking about food. I went up on dose to 1.2 mg but had to reduce back due to severe tiredness. I love this medication.",10.0,Victoza
"I had all the symptoms on the first two doses. nausea,vomiting, diarrhea.  I also take metformin.  I took  metformin with almond milk and a probiotic along with the victoza injection.  No more chronic diarrhea .  I eat small meals to keep from getting nauseated.",,Victoza
"From a 1-10, I am rating it at a strong 7. I was prescribed Victoza because I was borderline diabetic and to help aid in weight loss. I have been taking this medicine since Late November, so far I have dropped 14 lbs. The side affects are not always so great. Although it suppress my appetite and I no longer get/feel hungry throughout the day I have become very gassy and the nausea's are non-stop! My stomach will cramp up every now and again and cause some diarrhea which then leads to migraines from dehydration. If you can handle these side affects then I believe it can be a great medication for both lowering sugar levels and weight loss,.",7.0,Victoza
Hi am on Victoza now for 2 months. Was on it before for a month. Had some side effects in the beginning but now its fine. My blood sugar levels are under control as well as my high blood pressure. Do experience some constipation. Very good drug. Pray my medical aid will consider it for chronic meds.,9.0,Victoza
"I was nothing but sick on this med. Severe intestinal diarrhea and abdominal pain. In effort to overcome all the dreadful side effects, I went on Paleo diet. No wheat, dairy, sugar, peanut or legume type beans. within a year I was off all diabetic meds.  Yes it is radical life style change, but far better then injecting poison.",1.0,Victoza
Victoza is a life saver. My blood sugar had been around 400 for over a year. I had one foot in the grave. My doctor started me on Victoza with very minor side effect. We saw a big change in less than a month. My blood sugar has dropped to 150. Not only do I feel great. I have lost weight. Everybody has noticed the different. The only bad thing I can say about Victoza is the price. ,10.0,Victoza
"This medication has been miraculous for me in managing type 2 diabetes, and losing weight as a big side perk.  Although some side effects made the first six weeks challenging, after I had only been on it 3 months my a1c had dropped from 8.9 to 5.7 and I'd lost 40 pounds.  Now I've been on it 9 months and my blood sugars are consistently in a normal range as well as having lost 82 pounds.  As it slows digestion you feel full longer and eat less, although that can cause some heartburn/reflex, but it's manageable. I do know others personally that say this shot had no effect for them, but for me, it's been a life changer.  I'm continuing to lose weight much slower but I'm 18 pounds until a ",,Victoza
"Went to first endo Feb 3, 2014 wanting better control and weight loss.  He gave me samples of Victoza, changed my oral Janumet to straight Metformin and reduced my Lantus from 30 u per day to 10-12.  The first week I had the expected nausea and loss of appetite on .6 mg.  No headaches.  The second week I was directed to go to 1.2 mg.  Still nausea, but towards the end of the second week seemed to wane away.   I was not as hungry and other than occasional nausea felt fine.  The blood sugars began to lower for a time, then leveled off for a while running around 125-135.  The next office visit with endo was 1 month after seeing him the first time.  Weight loss was 10 lbs in the month without serious exercise.  90 day average blood glucose is 116.",9.0,Victoza
"On victoza for 16 mo.  Prior to Victoza, I suffered severe fatigue, high blood pressure, hypo thyroid, depression, epstein bar and other symp.  Prior to endo, went to 5 different drs and they all medicated me w/out results.  After Victoza, nausea and headaches for about 2 weeks, then I felt like a new human being.  Energy, no depression, lost 30 pounds.  Endo & I decided to slowly come off the meds.  After 1.5 weeks, began to feel fatigue and began to gain weight.  TERRIFIED... that I would go back to my old self again and of all the reports of pancreatitis, thyroid n pancreas cancer.  If I go back on, am I taking a risk?  Scared...",9.0,Victoza
"I started Victoza approximately 6 weeks ago. No real side effects. At first, I couldn't eat at all.  No appetite whatsoever. I dropped about 5 pounds in the first 5-8 days, but then the weight came back. I wasn't eating much and still am not but my body seems to have gone in to starvation mode and is holding on to every pound. I also have felt very down and depressed. Don't know if it is from the Victoza or not. I also taken Invokana.",2.0,Victoza
"Started Victoza 1 month ago.  I have mild Diabetes due to Metabolic syndrome. FBS off meds is 117-130. Have been on Metformin Januvia Invokanna without weight loss.  Had a lap band since 2006 but not very tight. Had prostate biopsy last week {benign}.  In 1 month I have lost 6 lbs. After Victoza injection, it is very difficult to eat even small portions almost like the band being temporarily tightened. Another weird reaction was that the prostate after biopsy is slightly swollen for a few days. After Victoza injection, it felt like there was more swelling in the prostate region for a few hours.  Have not had any unwanted nausea during the month. Have just renewed my prescription",10.0,Victoza
"I am so grateful my doctor put me on Victoza. I used to have a fear of needles but this is very easy to deal with. So I started using Victoza on Dec 3rd, my sugars were still very high despite taking Metformin. The doctor also wanted to try it because I'm obese and always have been no matter what I do (I also have Hashimoto's disease which prevents me from losing weight). On Jan 7th I went back to see my doc and I had lost 10 lbs!! Despite eating whatever I felt like over Christmas. The side effects were horrible for a few weeks but I stuck with it and I'm back to normal now (except some heartburn). I'm hoping it will help me even more now that I'm eating healthier and exercising! I have more energy now as well.",9.0,Victoza
I started Victoza about 5 weeks ago.  Now I have seen about 20 lbs come off and moved the belt notch from the middle notch to the last position (and will need a new belt soon).  Nausea has only happened about 3-4 times and was mild to moderate.  Blood glucose level has settled from 170 to 130 over the last 2 weeks.  Eating behaviors have changed dramatically.  Most meals are 4-5 bites and I push the plate away being fully satisfied.  It has been quite a shock learning how to eat more wisely and that I can ,,Victoza
"I took Victoza for about 2 months in 2020.  I did lose weight but started feeling so bad.  No appetite, and weakness like I never felt before, so I stopped.  I feel that it did something to my stomach because I have not felt really well since.  Really poisoned my body I think!!!",1.0,Victoza
"I have been on Victoza for 10 days at 0.6 and the side effects have been minimal - just a bit of abdominal disturbance late morning and a feeling of tiredness in the afternoon. I have been injecting before breakfast but am thinking of moving that to last thing at night to see if it makes a difference.
Blood sugar readings first thing in the morning are definitely lower. Did feel a loss of appetite in the first few days and ended up missing out lunch, but found I was then eating a lot for supper, so have tried to stick to three meals at day and just keep the portion sizes small. Will no doubt be moved up to a higher dose after the first month but hope this does not cause any additional side effects.  Also take 2500Mg Metformin daily.",8.0,Victoza
1994 diagnosed with type 2 diabetes. On metformin and gliclacides till 2000. Then on insulin. Now trying Jardiance. Huge vagina sensitivity and soreness on 10mg.  Come off and it goes away.  So only thing that works for me is low carb eating.  Tried them all. 5 2 diet. WW Slimming world. Milkshakes.  Only thing to get weight off and sugars down is low carb less than 40g per day. It's cheaper for you who have to pay for drugs. I reduce insulin. I lose my sweet tooth.  It has worked before for me.  Now doing it again and it's working again.  Please do take care of yourselves. Eyes and feet first to go awry.  Then kidneys etc.  Read all you can on low carb.  Thank you  x,1.0,Jardiance
"I was put on jardiance I felt great for a year, minus the chest infections yeast infections but I trusted my Dr. One day I developed a small pea sized lump in my groin area, and by the next morning my whole pelvic area was red and swollen. I ended up in ER for a week on strong IV antibiotics. This drug causes necrotizing fasciitis (a super serious infection). I am still dealing with the aftermath. This is a dangerous drug. If its too good to be true ...,,,,,,,,its too good to be true",1.0,Jardiance
"I began 10 mg of Jardiance on April 09th, 2019.  I weighed 224.4 lbs on that day. 

Seven months later, I have lost -32.6 lbs or about 15 % of body weight. Jardiance has been well tolerated with no side effects other than urinating more frequently. 

I have walked on a treadmill and began eating green vegetables and avoiding pizza and fried foods but Jardiance gave me a significant boost in dropping weight. My blood pressure is running about 125/75. Glucose A1C is 7.4%. Doing better.",9.0,Jardiance
"I was put on jardiance for type 2 diabetes, I also have heart disease. This medication worked for it dropped my a1c from 11 to 7.4 in three months and I didn't change anything my diet or exercise regime. But if its to good to be true than it is I have had 3 UTI's right back to back on 6 different antibiotics, each UTI was worse than the one before. Very painful when I peed, my vagina swelled and hurt so bad, it burned when I peed like my urine was acid. So I went off  Jardiance and eventually the UTI's went away. Then I ended up with a yeast infection from all the antibiotics I was on. This medication is very dangerous. I am scared that my kidneys might be damaged from this medication. I don't understand what use in this medication that it causes UTI, and yeast infections, and it could cause gangrene of the genitals!!! Like what is in this medication. Dose anyone know the answer to that?",1.0,Jardiance
"I took Jardiance for over 2 years. I lost weight on it without dieting. I had a yeast infection for 2 months. I told my physician I needed a break from it. I went back to Glimeperide and immediately started to gain weight. My yeast infection cleared within days of stopping Jardiance. In the mean time, I found out some much needed advice on the internet how to avoid all the infections while taking Jardiance. If you use a baby wipe to clean yourself after you urinate, the glucose will not be around to cause the UTI's and yeast infections. I went back to Jardiance. So far, I have not had reoccurring infections.",8.0,Jardiance
"I started taking this medication in June of 2018.
My A1C was 9.8 my weight was 166lb
I'm youngish (40) drink at least a gallon of water a day, walk close to 11k steps a day  and still could not reduce my A1C.
In Sept 2018 I went back to the A1C test and it was 7.1 & my weight was 158lb.
Re: the UTIs and other female issues - I have not had the experience, but as recommended a cleanse the area with washcloth or water 2-3 times day. So have not had the issue. (sorry for any guys on this) the reason why the UTI and vaginal irritation occur is the drug is causing glucose (SUGAR) to leave your body through the urine. So when the urine dries or isn't cleaned/wiped away properly we are prone to infection. Just my two cents and hope it helps you.",8.0,Jardiance
"I've been put on this drug at first it felt like I was going to get a urinary tract infection for almost a week then that went away. I noticed then I started losing weight and my blood sugar went down. I love this drug because it keeps my weight down and sugar down. 
I was surprised when I got on the scale that I was losing weight and not even trying.
I didn't have to starve myself to get my sugar and weight down.",10.0,Jardiance
"I was on Jardiance before and had a lot of trouble with itching swelling down there, but didn’t tie it to the medication. I tried yeast medication, a mild soap, anti fungal soap, a soap specially formulated for women. Did stop it for several weeks and rash cleared....still didn’t associate it this medicine. Been back on Jardiance maybe 4-6 days and I’m a mess! Swollen front and back. Inflamed, red itching!!! Will not take this ever again. Signed MISERABLE",1.0,Jardiance
"I was put on jardiance last year as I have type 2 diabetes, and have lost over a stone in weight and got my blood sugar levels under control. I have avoided any yeast infection. I do urinate more often and need to ensure that I do not get dehydrated. So far I am very pleased with this drug.",9.0,Jardiance
"My physician prescribed Jardiance to me 8 days ago. Immediately, I didn't feel good but didn't contribute it to this medication until yesterday. I woke up, couldn't stand or much less walk with becoming extremely dizzy, lightheaded, nauseous and faint. Extreme thirst was also an issue but not near as bad as other symptoms. I called my physician. They had me to discontinue the medication and come immediately to the office. He stopped this medication and I'm trying to flush my system. I've been in bed the majority of the past two days. I will not be taking this medication again. The side effects are too horrible.",1.0,Jardiance
I have been on Jardiance one year now in conjunction with a ketogenic diet with no ill effect. I noticed a small increase in urination but not more than 2-3 times a day extra. I have gotten off all my insulin (400 units a day) and lost over 100 pounds with no exercise. A1c has gone from 12 to 5.5. Recently I started getting excessive fatigue and my Dr didn't think I needed the higher dose anymore so I dropped to 10mg. The key I think is being very low carb to begin with. You can't take this drug and eat a SAD diet full of carbs. Carbs will just raise your blood sugars and spike insulin which will result in the medication making you pee more and more to get rid of it. All that sugar pee will just result in yeast infections.  It's a good drug but not magic. You have to be responsible for what and how you eat which if you're diabetic means as little carbs as possible with no snacking.,9.0,Jardiance
"These drug Jardiance seemed like a godsend when I first started taking it around 9 months ago. At first I was on 10mg and the only symptom I was having was excessive thirst and I could handle that but in the last 4 months since an increase to 25mg I have been suffering constantly with a yeast infection. I even spoke to my Doctor about it and had a weeks course of Fluconazole which helped for less than a week and now even after creams and tablets I still have a yeast infection that will not go away and a UTI. Before I was diagnosed with Diabetes 2 in 2018 I had never had a UTI or a YI but now I suffer constantly.

The long term side effects are also a worry as no one really knows what they are capable of. I know one thing though, I cannot continue with this medication.",1.0,Jardiance
On the first day of taking 10 mg of Jardiance my blood glucose dropped 40 points. On the fourth day of taking 10 mg of Jardiance my back was so sore I could not get up from sitting or bend over. It felt like a very back back muscle sprain in my mid back. My kidneys were screaming.  I had no UTI but my kidneys did not do well on this medication and the back pain was severe.,3.0,Jardiance
Jardiance was a horrible drug for me! I took it for two months and it was two months too long. I didn’t experience a lot of the symptoms that so many did. My experience involved being constantly light headed and falling. I never passed out but I came close many times. My husband got to the point where he would search for me to make sure I wasn’t on the floor. I reported it to my doctor and he didn’t ask or say anything about it. I have never felt the need to call the FDA but I do with this drug!,1.0,Jardiance
"Terrible experience on this medication. The side effects was unbearable
 Painful urination. My bladder was full and in pain all the time, back pain. My genital area was raw. Yeast infections all while taking the medication. The side effects outnumbered its benefits. If you experience similar side effects, consult your doctor. Please!",2.0,Jardiance
"On Jardiance for type 2 diabetes and now have a major bleeding rash on the head of my penis as a side effect.  Other side effects also; thirsty constantly, light headed when getting up from sitting, small reduction in A1C but not significant. I believe this medication Jardiance is very dangerous and is being marketed to only make money and not provide any positive benefits. I stopped the medication 16 days ago and the bleeding rash is 95% gone. I would avoid Jardiance like the plague!",1.0,Jardiance
"I use metformin, Jardiance and Ozempic  for diabetes and have LOST  over 60 lbs in 8 months.  I look great but the UTI's are constant and this really worry me, also the rashes mean I am using cortisone creams all the time is not healthy but I have no choice as this is the first time in 20 years I can control my sugar - but i am asking my self if this is safe for my kidneys and bladder so it is complicated is it the lesser evil?",7.0,Jardiance
"73 year old male diagnosed about 5 years ago as type 2 diabetic.  Been controlling with diet, exercise and metformin, 500 mg twice a day.  Blood pressure recently spiked after minor surgery.  Cardiologist wanted my GP to become more aggressive with my 7.6 A1C.  Started me on a dose 10 mg a day of Jardiance about 6 weeks ago.  Just had first blood tests.  A1C dropped to 7.2 and fasting Glucose dipped from 170-180 range to 130-150.  I assume next testing will show the full effect on A1C.  I have dropped 12 pounds as of this morning.  And I have experienced very mild side effects.  Excessive thirst probably the most noticeable.   With my insurance plan, I got a 90 day supply for 65 dollars.  I hope cost remains same with refill.",9.0,Jardiance
"I been on Jardiance, for 6 months. I have had a yeast infection for months, burning itching. My feet and legs has tingling and pain. I am going to speak with my PCP amount another medication. I am no longer going to continue on this medication with so many side effects",,Jardiance
"My pcp prescribed Jardiance saying it will be great since it will help my diabetes and  bp as well.   As soon as I started the medication, I felt tired.   I felt like a zombie.   I looked up side effects and this wasn’t listed so I continued the medication.   I was nauseous all the time and had constipation.    Onto the third week and I can’t stand the tiredness and nauseous feeling anymore.   I expected to urinated often so I’m not listing that.   I am now 2 days off this and I’m feeling a little better.   My nausea has lessened up.  I do not recommend this.",1.0,Jardiance
"Endocrinologist took me off of insulin and I started taking Jardiance along with my Metformin.  The results have been life changing for me.  A1C dropped down to 6.7 and went from 237 to 172.  Other than frequent urination, I have not suffered any bad side effects.",10.0,Jardiance
"Jardiance did reduce average sugar levels and A1C.  It also caused many sleepless nights due to dry mouth, dehydration, chest congestion, and constant trips to the bathroom.  It caused increased bladder leaking, tired leg syndrome to the point my joints hurt so bad walking was painful. I did not want to exercise.  I was too tired.  

I stopped Jardiance 3 weeks ago.  I feel great.  Sugars spiked but I am working on it with diet and exercise.  I sleep all night now and wake up refreshed and ready to meet my day.",2.0,Jardiance
"I have been on this for 3 months, I have lost 30 pounds.  My A1C went from 12.7 to 6.1.  My blood sugar numbers went from 230 to 98 I have not had any of the negative side effects. I have not had dry mouth or waking up to urinate as some others have experienced.  This medication has worked great for me so far.",10.0,Jardiance
"I have been on Jardiance for close to 2 months.  Initially I was on Metformin and Glimepiride (4) 2x's day.  This medicine has really worked wonders for me.  I have only been a diabetic for a 1.5 years.  My doctor reduced the Glimepiride to once a day and took me completely off of the diuretic.  I have experience side affects like everyone else.  I had a yeast infection but taking the prescribed meds cleared it up.  Jardiance causes me to urinate quite often, normally around 10 times a day. I'm up tinkling in the middle of the night; but it's well.   The pro's outweigh the con's.   I'm not the type of person that's easily persuaded by what people say or do.  People, never allow other's opinion to be a defining factor for your health. I plan to continue using Jardiance  because I see the positive result.",8.0,Jardiance
"I have been taking this medication along with metphormin.  It has made me thirsty, all day every day. No UTI or yeast infections. Blood sugar is lower in the morning as expected but not a significant amount. I’m thinking not enough to continue with this med. I do get light headed upon standing especially in the morning  since starting it my energy level is so low that I had to start laying down in the afternoon and my ambition went south! I stopped taking it for four days and my energy was back up and I managed to get my house cleaned for the first time in months! I did not lose weight on this drug but actually gained with no diet changes. I’m not going to take it any longer for sugar readings that are 200 or below. I’d rather have the energy to burn the sugar myself!",6.0,Jardiance
"Jardiance was added to my glipizide routine.   I took it for 3 weeks and had to come off due to the severity of the side effect .  The first few days were the worst and I thought I'd give the medicine time, maybe I just have to grow accustomed to the change.  Don't do that.   If it's not working for you,  get off the medication.   I became a zombie.   The worst were the two painful  yeast infections (I don't get many).  I was losing memory, constantly nauseous and growing more weak over the course of the medication.  I had minor bouts of all the other side effects listed, such as constipation.  The thirst was extreme.  It also took a few days to recover from the side effects after being taken off.",2.0,Jardiance
This Jardiance  drug is horrible.   Before this I have not had a yeast infection in 12 years and 7 days on this medication I get a RAGING yeast infection and could not sleep for two days.  I am not taking it anymore and have fully committed to diet and exercise to try to keep glucose levels at a “normal” level. My A1c has dropped from 11.3 to 8.2 in a year and my glucose levels usually range from 180 to 280.  Anything lower I feel comatose.  I was diagnosed with type 2 Diabetes 17 years ago....,1.0,Jardiance
This medicine Jardiance gave me a yeast infection SO BAD I could barely walk!!! I would NEVER recommend it to anyone! I was on it for less than two weeks!! I was drinking plenty of water and one day I only drank 3 bottles of water instead of six and the very next day I had the YI! It makes you urinate a gallon every time you go. Woke up with sore kidneys from having to urinate so bad every morning. If I could give it a zero I would!!! I hope if you take it it does better for you than me! Good luck!,1.0,Jardiance
"Avoid if you've ever had UTIs or rashes down below - or proceed with caution. After 1 week on Jardiance, my groin was RED RAW. I immediately stopped the tablets.  GP diagnosed ",,Jardiance
"I have gotten along absolutely great on Jardiance. My A1C was 5.6 at last check. I was blessed to get multiple boxes of Jardiance samples from my Dr. Took my prescription to be filled at pharmacy today. I learned that a months supply is $477(I am on Medicare). We are a middle income couple, but this in no way fits into our budget. We purchased a weeks supply, at $128. I’ll be checking back with my Dr. for a change in medication, sadly. Only side effect from Jardiance, cost!",10.0,Jardiance
"I am a nurse and let my diabetes go. My A1C was 10.2.  I was on trajenta  and glipizide. 
I started on Jardiance 2 months ago. 
My life has been a nightmare. 
No sleep due to urinating every hour. 
Daytime too. My lady parts are about to fall on the floor. 
Multiple yeast and urinary infections. Never had either problem before.  
I have to pour water over myself after urinating (hourly) to stop the burning. I drink a lot of fluids because I am always thirsty. 
Benefits, 4 point drop in A1C and 20 pound weight loss. 
But I don’t think I can handle another month of these side effects. 
I’m going back on Metformin until I get to see my MD. 
As a kidney nurse, I’m also afraid of it’s toll on my kidneys and ketoacidosis.",3.0,Jardiance
"If I had run an errand that day in April,  my son would be dead. I found him in a diabetic coma and seizure.  Sweating drenched his bed. Called 911 who didn't come for 25 minutes  they sent cops instead.  His blood sugar was below 20 and dropping.  In 5 to 10 minutes he would of been dead.  We later realized it was the new drug  Jardiance that  pharmacy gave him. He would get dizzy and had even more lows after this. Called to report it to company.  Didn't get far. So I reported it to FDA.  Needs to be taken off market. Someone will die. It could of been my son. I expect to see a commercial for legal  on this drug soon. As I was harmed also.",1.0,Jardiance
"Thank you!!  My endocrinologist added Jardiance 25mg to my metformin and insulin pump regiment. Based on other reviews, I started taking it at night and yes it did make me feel a little dizzy; but this only lasted three nights.  I do drink a lot of water anyway so the frequent urination didn't seem out of the norm. Roughly every couple of hours I go and no UTI issues. After one week I lost four pounds; that's a nice benefit! I've also been able to adjust down my insulin rate.  I'm very satisfied so far with this medication.",9.0,Jardiance
"Jardiance appeared to be making a slight difference in lowering my blood sugars when combined with insulin. As time went on, I started to experience repetitious  yeast infections to the point I had to discontinue the medication.",2.0,Jardiance
"Taken Jardine along with Janumet for a little over 1 year. I weighed 191 when I started. I now weigh 137. Alc was 10.8, now 6.1. I have experienced no negative side effects. I have had no episodes if blood sugar dropping too low. Great medication!",10.0,Jardiance
"At first I really loved this drug. My glucose levels were better. I have only been taking it a couple of months and got the worst vaginal yeast in my life. (Haven’t had one in 15 years.) My feet hurt all the time and I can’t walk long distances due to severe leg pain. I have never had leg pain like this I am always the energetic one that is ready to go on a hike. This week I wanted to do a hike in Sequoia Nat’l Park but I just couldn’t do it due to the severe leg pain and ROARING yeast infection. I think when I get back home to Texas I need to get on a healthy low carb life style and stick to it along with moderate exercise. This experience while on vacation was a huge wake up call. Today is June 8, 2021. I am scared of Jardiance and the possible long term complications of its use.",4.0,Jardiance
"Was on this med for two months , had to stop as bladder / kidney infections were so bad ,also yeast infection..lack of energy also joint pain in my knees ..sugar levels went through the roof ..Had enough of all the troubles...hoping my life will get back to normal",1.0,Jardiance
"This is the worst medicine that I have ever taken.  I had a yeast infection that was misdiagnosed as vaginal dryness.  The yeast infection got to be so bad that I was bleeding, unable to walk and sit (pain was excruciating!) and my vaginal area is still raw...Still.  This is July 6th and I have had this yeast infection since early April....NOT GOING AWAY.  I have only been off of the medication for two weeks.  It is starting to get better, but it was so bad that it has taken time! THROW IT AWAY.  It is not a good drug at all!",1.0,Jardiance
"I started taking Jardiance 3 months ago. I now feel much healthier than before. I originally weighed 231lb when I was diagnosed and the doctor started me on metformin 2 times a day. Got down to 203lb when she introduced jardiance. I now weigh 194.8. Now my arms and legs feel less heavy. I am more flexible. I did get a yeast infection when I got lazy about the water. Monostat 3 took care of that in 2 days. I had a lot of yeast infections growing up.  Overall I am happy she started me on this medication. Diabetes has taught me that my health is my responsibility. My doctor does her part, the medication its and the rest is up to me to know my body and maintain it.",9.0,Jardiance
"I have been on this for 4 months now.  My A1C has come down 1.4 points.  I have lost 42 pounds.  I am on half the metformin, half the blood pressure meds, half the Levemir, and not using any Humalog.  I would really like to talk to somebody about their experience. 
I pee all the time, every hour.  I have to drink continually or my mouth gets unbelievably dry.  I am also pretty incontinent.  It has given me sort of a food aversion.  For instance, I have been avoiding dairy including cheese because it just doesn't taste right.  Even the thought of things like cookies, pies, candy is nauseating me.  Craving salty things, low-carb.
The weight loss is great, rather unexpectedly fast.  ",10.0,Jardiance
"I started Jardiance yesterday. I had been on insulin but my endocrinologist thought, since I was taking so little insulin after losing 75 pounds, I could stop the insulin. I also take Metformin as well as an Ozempic injection once weekly. So yesterday I took the first 25  mg Jardiance and by bedtime I noticed that I was dizzy. This morning I am so dizzy I can barely stand up and walk! I drank lots of water yesterday as all literature and dr told me to do. However I cannot function and do what I need to do like this plus I certainly don’t need a fall.",1.0,Jardiance
"I have been taking Jardiance for just over a year - I have NOT experienced any side effects whatsoever - MORE importantly this drug has reduced my blood sugar levels to an average of 5 and has maintained this level, quite incredible as nothing else has worked previously - I have named Jardiance as the ",,Jardiance
"Taking Jardiance with metformin, does lower glucose significantly. Been on these for a year. All was good but got a UTI so doctor discontinued jardiance not sure if he will allow me back on it. My glucose is higher without it. I'm willing to use test strips to monitor for UTI. Don't know of an alternative as effective that has less possible side effects.",5.0,Jardiance
"Dangerous drug. It should be taken off the market. Took it for 4 months.  Extreme thirst, constant having the urge to urinate.  It did lower my blood sugar.  After 4 months I swelled up like a balloon. WARNING.... DO NOT TAKE THIS DRUG.  Especially if you have any kind of cardiac conditions.  I am surprised no one has died from this drug!!!",1.0,Jardiance
"Been on Jardiance since Nov 2018. Weighed 170 lbs  had sleep apnea, have a stent, taking blood pressure pills and crestor pills.
Lost 8 lbs on sleep apnea machine sugar levels still fluctuate but like 6.2 most of times .
I drink 60 ozs water daily. Watch what I eat. A bit sedentary. Blur vision and itching a bit ....57 years old could this be something else?from other meds",8.0,Jardiance
