Comment,Drug
"Worst medication I have ever taken so far.   
My insurance,  like most people limits what I am  allowed  to take to stay alive,  well this almost finished me off.     
My blood sugar spiked from 250 on no meds,  to 500 on Januvia,  I broke out in hives and had flu like symptoms.  I actually dragged myself in for a covid test thinking I had gotten sick.    
After missing a dose do to my ill health,  I noticed my symptoms started to decrease and my blood sugar started going down.  As soon as I went back on it,  everything returned.    
NEVER AGAIN! ! ! ",Sitagliptin
"Been taking januvia for 7 months,  blood glucose was 26,  I take 1000 metformin ay night,  34 units of insulin in the morning with januvia.  With exercise my blood glucose is now between 4. 4 and 7. 8.  4. 4 if I exercise but goes up once I eat.  My joint pain side effects is excruciating at night.  In shins,  knee,  fingers.  I have ceased taking januvia a few times for 4 days to a wek and the joint pain stopped but I always continued.  It has helped my swollen legs and helped me in other ways.   My joint pain is terrible tonight.  I rub peppermint oil on my legs or difflam cream and take paracetamol rapid.  Sometimes it doesn not help so I cease taking the tablet to stop the pain only for a few days.  I take metamucil for the runs and cut back on veggies and eat superfoods instead. ",Sitagliptin
"I was on Metformin 1000mg a day , and I began to have severe diarrhea,  but my blood sugar BS was under control.  My Dr.  took me off of Metformin and put me on Januvia 100mg a day,  now my BS has increased.  I informed her and now Im being prescribed glipizide starting today.  So we will see what happens. ",Sitagliptin
"I was taking 25mg Januvia  twice per day for about 3 months.   I just tapered off about one month ago and will NOT use it again.    I experienced increased hunger  a known side effect   and gained 12 pounds or more in 3 months.   I stopped using it about a month ago and have already lost about 9 pounds,  with no change in diet or exercise.    I was suspicious all along it was this drug causing the weight gain  because nothing else had changed with my diet or exercise.   Also,  the drug made very little difference to my daily glucose levels,  which I check several times daily.    Not worth the risks or the cost.   I am sticking to metformin which has done wonders for me. ",Sitagliptin
"After 1 and a half months on Januvia I started feeling real bad like my hormones was all out of place I told my doctor and she told me to stay on Januvia so I did for 3 and a half months and so contacted her again with my weight dropping like crazy and feeling very petite I had no appetite I made myself eat than I started googling this drugs and now I feel like I am going crazy.  Now my doctor want see me until January of next year I have been to the ER and urgent care they run all kind of blood work and said everything looks good my heart is racing even when I am resting,  so ER say I have to let it run it is course until it is out my system.  I will never take this drug ever again and it didn not make a difference in my A1C.  I am feeling real bad now but what can I do if there is anyone out there that can answer me or what can I do please let me know thanks",Sitagliptin
"Januvia only worked for me for a few months.    I would take it with a small breakfast.   It would help a little with high glucose at that meal.    The rest of the day the glucose would get high at every meal.   I am disgusted with Januvia.    Actually I am disgusted with doctors.    I also take insulin once a day,  as I don not make enough of my own. ",Sitagliptin
"I am 75,  weigh 138,  5'10,  A1C 6. 2   6. 7 with 2mg Glimepiride  2000mg metformin.  Dr switched me to Januvia 100mg  2000mg metformin.  Blood sugar went out of control from day 1.  Over 200 daily average I test 7 timesday.  Morning Fasting went from 115 to 226.  Nine hours of vomiting and diarhhea on second day.  Nauseous every day for two weeks.  Lost 5 lbs in two weeks  I need to gain weight.  Stopped after day 14.  Very bad drug for me.  Dr now wants me to try another miracle drug Farxiga.  Don not think so as I will need a loan just to buy it. ",Sitagliptin
A few months on Januvia it did help stabilize sugars and I lost a few pounds HOWEVER I developed severe debilitating joint pain that was unbearable.  Going off of it immediately and the pain is gone.  Horrible drug. ,Sitagliptin
"This drug almost killed me.  Was only in for 12 weeks before I experienced sudden severe weakness,  severe dry mouth,  dizziness,  could barely walk,  migraine headaches and severe upper left stomach pain.  Thank god I had read possible side effects so I stopped immediately and felt better within days.  Now Im having my kidneys and pancreas checked for damage. . ",Sitagliptin
"This was a disaster.  I had severe diarrhea.  Within 3 days I lost 15 pounds.  Unfortunately,  this dehydrated my cranky old body badly enough that I nearly fell getting out of bed,  and was unable to stand.  I spent 7 days in a hospital.  The next week I spent fighting two infections that I picked up in the hospital. ",Sitagliptin
"While taking Januvia I suffered from severe incontinence with my bladder completely emptying while walking to the bathroom.  I also had perineal itching and spontaneous boils. 
Worked very well at lowering my blood sugar levels,  but not willing to destroy my quality of life. ",Sitagliptin
"I have been using metformin twice a day for years but developed diarrhea.  The doctor changed me to one metformin in the morning and one Januvia in the evening.  The diarrhea was controlled,  but I feel Januvia is way too expensive at 200.  I will stop using it and ask the doctor for alternatives. ",Sitagliptin
"Januvia had been part of my treatment routine since last year and seemed to be doing the job,  along with Glyclacide sp and  Jardiance,  until last weekend.  After 3 days and 2 nights of extreme vomiting,  I finally took an ambulance to the hospital.  After a variety of tests,  it was discovered that the Januvia brought about ketoacidosis.  I have been advised that while this is not a usual side effect,  it meant I could no longer take the medication. ",Sitagliptin
I know it says Januvia can cause weight gain but in the 3 4 months Ive been on it its been getting rid of my appetite where I have none basically.  Ive lost over 20lbs on it so far and I take it with Jardiance and Metformin!  Diabetic type 2 for 22 years,Sitagliptin
"This was the best medication for my 76 year old mother on a fixed social security income of 974 a month but because of her age and being on medicare this company offers no help which is part of the sad world we live in.  Why would a company have a medicine that works,  but people can not afford? ? ? ",Sitagliptin
"Jardiance  I see ozempic is related to Jardiance.   Jardiance gives me diarrhea,  UTI infections or bladder infections for which the doctor merely increases my prescription,  Jardiance clogs my nose so I can hardly breathe,  Jardiance gives me sensitive skin and sometimes causes a rash like condition,  this is a terrible medication yet the doctor refuses to take me off it.   I take 25 mg of Jardiance once a day.   Combined with Jentadueto I have had no quality of life. ",Sitagliptin
"I have been on Januvia 50mg for a year with Metformin ever since after being diagnosed with Type 2 diabetes about 12 years ago. 

I had no side effects from Januvia during much of that time.   It did lower my A1c significantly and reduced my hunger urges.   Several months ago I noticed an increase in diarrhea and more recently I have almost daily gas bloating and stomach aches that affect my sleep.   I cannot account for these symptoms from food as I gave up carbonated and diet drinks to no effect. 

I have contacted my doctor to hopefully find an alternative medication such as Jardiance which may also benefit my congestive heart failure from a heart attack 4 years ago. ",Sitagliptin
"When used with Metformin,  I had stomach pain,  diarrhea,  vomiting,  nausea.  Without Metformin,  I now have a constant backache,  leg swelling,  increased appetite.  I was losing weight before now I am gaining it back while sticking to my diet.  My dosage is 100mg,  once daily and my blood sugar is still not under control. ",Sitagliptin
I have been taking Januvia for 3 months and my A1C has dropped from 7. 2 to 6. 6.   I have also lost 12 pounds. ,Sitagliptin
Januvia dramatically reduced A1C.  No side effects.  Lost 25lbs. ,Sitagliptin
I got upper respiratory infection that did not get better until I got off of Januvia. ,Sitagliptin
Doctor put me on this and I took it for over two months and my sugar went up by 200 points.  Did not work for me. ,Sitagliptin
I advise no one take this Junuvia for their diabetes  its a bad drug causes and  bad  side effects,Sitagliptin
"Januvia  was the only medication I could take because of my kidneys,  it also help me lose 50 lbs. ",Sitagliptin
Best taken in the morning.  Helps deal with hormone cycling. ,Sitagliptin
"Well I was given a month sample of januvia just picked up my medication read the reviews and now I won not be taking them. . . . . . 

Scared to swallow",Sitagliptin
"I take Januvia 100mg once daily with metformin and glyburide,  and I it works. ",Sitagliptin
Excellent!  I wish they would have left me on it!  ,Sitagliptin
I took 12 a pill for 10 days 5 pills total .  Ended up in ER couldn not breathe horrible chest pain.  Never again!  Horrible drug,Sitagliptin
I am using this medication for the last 2 months advised by my health advisor.  I am getting positive results.   My blood sugar level is now in the normal range. ,Sitagliptin
"I usually dont share reviews but felt this was warranted.   I took my first 2. 5 mg shot on 94,  felt fine until 97 when the terrible sulfur burps started followed by sour stomach and nausea.   Around 10 pm that night I began 5 days of severe vomiting and diarrhea which culminated yesterday at the ER getting fluids,  CT scans,  and IV nausea meds.   I will not be taking this shot again I have not thrown up anymore but the diarrhea will just not stop.  I cant eat or take any of my other medication properly.   Beware.   When something sounds too good to be true it usually it is.   Im a past user of byetta,  victoza,  ozempic,  trulicity,  rybellsus,  bydureon,  all the pills,  and and about every homeopathic treatment ever made.   I didnt take this shot like a blind fool but I have never had a side effect as terrible as this case.     Ill stick with my insulin.  At least I can function like a normal human being! ",Mounjaro 
"I started with this medication for weight loss and since I am 58 and a diabetic,  my insurance covered it.   It is a fantastic weight loss drug for me.   Starting at 5'6 242lbs.  I have lost 23 pounds in 12 weeks.  I don not remember when I was able to lose this much weight.   I have dieted my whole life and finally gave up and ballooned to 242lb.   You have to be careful about eating greasy food and to not over eat.   I did vomit a few times after eating greasy food.   Other than that,  I am so excited.   My first goal is to get to 180 and see what happens.   My feet no longer hurt when I stand all shift. ",Mounjaro 
"This is my 2nd time posting.   Was on Trulicity in the past  now Mounjaro 5mg,  7. 5mg  bumped to 12. 5.   Effects for me are minimal  not bad,  at all.   Some days the acid reflux or constipation is bad,  but it is not way off the charts  is manageable.   One thing I noticed,  as my doctor progressed me up the ladder to higher doses of Mounjaro. . . the weight loss is amp'ing up.   Gradually starting to lose more per week than when on lower doses.   Also,  on 5 mg  7. 5mg,  I noticed on days 1 4,  I wasn not hungry AT ALL  knew that I needed to eat therefore,  I thought of food as FUEL,  not just tasty  I made betterhealthier choices.   Now,  on 12. 5mg,  I find days 1 5 or 6. . . . I am not hungry at all  still making better food choices,  because I have to make myself eat.   The in between meals snacking has totally GONE AWAY.   This drug has been a miracle for me,  as my Thyroid Hashimoto is has caused so much weight gain wthe slower metabolism  I couldn not lose any weight until Mounjaro.   It is a blessing! ",Mounjaro 
I was prescribed Mounjaro for weight loss.  I took my first 2. 5mg dose on Friday 916.  Today is Sunday two days later and I have yet to feel anything different.  I dont feel full and theres no lack of desire to eat.  I feel the same as I always have.  I wonder if I did the shot right.  I dont know maybe it takes a moment to kick in.  I see people saying they lost weight in the first week Im not sure how thats possible if I dont have appetite suppression.  I guess time will tell. ,Mounjaro 
"I was on Mounjaro for 2 months.  I had side effects of lower back pain,  increased thirst and decreased urine output.  I increased my fluid intake.  Cut out all sugary drinks and foods.  Barely could eat.  I was on 5 mg.  I woke 1162023 vomiting black coffee like grounds.  Go to the ER that afternoon and was admitted.  After many labs scans I found out my liver was in shock.  All liver enzymes were elevated.  I am talking 1100 numbers elevated from what the normal is 40 ish.  My liver was on the way to shutting down.  My body was shutting down.  GI BLEED as well.  Do not take this medication.  There is not enough information! ! ! ",Mounjaro 
"I completed 4 weeks on 2. 5 mg with zero side effects,  other than the intended appetite suppression and lost 10 pounds.  HOWEVER after my second week at 5mg I am not sure I can continue,  I have had awful nausea,  vomiting,  sulfur burps,  and diarrhea,  to the point I had to go to the ER for IV fluids and potassium.  Zofran,  Phenegran,  Tums and Pepto have zero effect.  I can barely function,  but hey,  I am down a total of 17lbs in 6 weeks,  so at least I will look skinny for my next trip to the ER. ",Mounjaro 
"Started on 2. 5 mg 3 weeks ago.  Im 52 and starting weight was 175. 4,  my highest was 180.  I decided to try medication  after my waist was 39 inches. 
 After my 3rd injection,  I am now 165 and lost 3 inches off my waist .  This is with minimal exercise and mostly appetite suppression.  Bacon and eggs that I have eaten faithfully as part of an attempt at the keto diet,  I just cant eat.  Food is unappealing.  Ive struggled 2x this week to reach 1200 calories.  That has never happened to me before.  
Side effects indigestion,  fatigue

Hoping this continues to work with minimal adverse events.  Ive been gaining losing the same 3 5 pounds since my daughters birth 5 years ago.  This makes sticking to a meal plan so much easier.  My binge eating during shark week  had gotten out of control.  Id like to add my kettlebell training back,  hoping I get some energy back. ",Mounjaro 
I have had A1C. . 11. . . after two months of using  Mounjaro it is  now 7 and I have been losing 2 or three pounds a week.  A friend took picture of me and I actually saw the weight loss.  I am 64 years old.  I have had high blood sugar and pressure for over 10 years so it is more than just nice to be normal.  Thank you Mounjaro medicine helped with both,Mounjaro 
"Started taking 2. 5 last Thursday.  Day 1 no side effects,  day 2 mild nausea,  day 3 everything broke loose!  Dizzy spells,  clammy sweats,  severe abdominal pains,  and bloating.  Ended up in ER and blood pressure was so high I was at stroke level!  Readings were 220123,  187113,  197116,  178112!  No issues before medication!  Beware this medication is so new there is no telling show many other side effects it can have!  I pray this mess gets out of my system soon! ",Mounjaro 
"Started 1026.  Weight 245,  female.  2. 5 1x,  5,  1x,  10mg,  last 2 months.  Current 214.  Zero exercise unfortunately.  I have read so many reviews and I am baffled at all these bad side effects,  since mine were so minor except constipation and tiredness day after injection.  Learned early,  no sugar,  breads,  or pastapotato.  I take no other meds,  do a strict low carb and fast.  I have a protein shake at noon,  a meat and a LC veg for dinner small portion always,  then freeze a protein shake for two hours and it makes ice creamish.  Delish!  Thats all I eat daily.  Hunger is now fully controllable!  My A1C started at 6. 7,  BUT I was on low carb for 6 weeks prior to blood work so likely much higher in general.  Last weeks blood test showed A1C at 5. 0.  My ALT SGPT liver was high last test,  and normal range this time.  What did go up was my top 4 CBC numbers.  Overall,  this is a game changer.  So grateful.  I truly believe eating right is the key when on this med.  Hope this helps someone. ",Mounjaro 
"I am a Type 2 diabetic.  I have been on Mounjaro for several months.  It is controlling my blood sugar great,  and I have lost some weight.  My biggest problem with the Mounjaro is the fact that I cannot get it because of unavailability.  I don not understand how people who want to lose weight take priority over people with a medical condition.  The people with diabetes need this medication and are not able to get their prescriptions filled because the people who want to lose weight are hoarding this medication.  I also want to lose weight,  however,  the control of my blood sugars is a priority to me.  I cannot control my blood sugars without my medication.  Something needs to be done so that diabetics can control the disease.  Obesity is not a disease,  but diabetes is.  Mounjaro is a great medication for type 2 diabetics for controlling their blood sugar.  Availability for diabetics should be a priority. ",Mounjaro 
Im type 2 diabetic and was on Ozempic for quite sometime and having difficulty getting my med.  My doctor changed me to Mounjaro for my diabetes thinking I would be able to get my meds.  I started on the 5mg since I had been on Ozempic.  My side effects were typical slight nausea.   I was trying to get my 2nd month filled and the issues started with availability AGAIN.  The 5mg and 7. 5mg were on backorder.   He increased my dose to 10mg.  I have experienced sulfur burps but that is about it.  I have not seen much weight loss but then again Im more concerned about my diabetes.  Shame on the drug companies for dangling a med that works to lower A1C and cholesterol and choosing to utilize it for weight loss where the insurance wont cover it.  Im not using this med for vanity its for my chronic disease. ,Mounjaro 
"I am a 6'2,  46 year old male who started his journey at 305 lbs.  My doctor prescribed me Mounjaro 10. 0 in Jan.  of 2023.  In Dec.  of 2023,  I went to level 12. 5.  Mounjaro,  along with a balanced diet and exercising 4 5 days a week,  changed my life for the better.  I went from a 'Living to Eat' person to an 'Eating to Live' person.  Mounjaro helps me mentally and physically.  After I eat,  I feel fuller longer,  and I don not get food cravings.  It is amazing! !  I went from 305 lbs to 238 lbs.  That is 67 lbs in 13 14 months.  I am off all insulin.  I stopped snoring at night.  I am participating in 5K races.  Achieving goals and having fun!  Team Gavin,  I treat my body like a football team   Offense   gym four to five days a week,  Defense   portion control,  Special Teams   Mounjaro injections once a week.  I don not think I could be doing this well without all three.  The journey continues for me,  and I hope after you read this,  it begins with you.  Good luck! ",Mounjaro 
"I started Mounjaro to help control my blood sugar.   I had tried Ozempic and Trulicity and could not tolerate the nausea,  sulfur burps and stomach issues.  Mounjaro has been life changing.  No bad side effects.   Im not hungry,  I dont have cravings,  Im losing weight steadily,  and sweet desserts taste too sweet.   Many people say theyve had bad side effects with it.   I say try it as it may work for you.  Just like I couldnt use other meds that other people love.   For me it has been life altering. ",Mounjaro 
I have been on 2. 5 mg for 5 weeks.   My starting weight was 263.   I have lost 15 lbs.  with no side effects.   My doctor has placed me on the 5 mg dosage.   Hopefully I will continue losing weight with no side effects. ,Mounjaro 
"I started taking Mounjaro 91.  This resulted in the very worst month of my life.  WEEK ONE   Super Nauseous,  indigestion,  stomach pain 3 4 days of the first week.  My appetite went from a 10 to a 2.  Which was good WEEK TWO   I had diarrhea for 3 4 days,  along with sulfur belches,  nausea,  stomach pain. . . I ended up having to take sick days and going to get an IV bag to recover from the dehydration.  WEEK THREE   World class nausea and vomiting.  3 days of vomiting so hard that I ruptured my esophagus.   The entire month,  if I was not having diarrhea I was VERY constipated.  I lost 9 lbs in one month,  but I don not know if it was because I could barely eat because of the sickness.  

PASS! ! ",Mounjaro 
Be careful when deciding to take this medication.  I advise you to speak first with your doctor and if you could find another way to lose weight you should decide to go with something else.  The side effects for some people are almost unbearable.  I was 100 healthy before taking this.  Now my blood sugar levels are low I can not wait for this to leave my system.  Its hard to work out I feel awful.  Ever since I stopped taking it since my sugar levels are low I have to eat more sugar and its hard to eat.  I feel nauseous and its so hard to start the day feeling like this.  Please beware I know of people that are not even eating while taking this because they lost their appetite and they have to blend their food because it wont go down.  The side effects at the beginning for many people are really awful.  If you have to work and be productive dont take this medicine you will regret it. ,Mounjaro 
"Female age 56.  Started Mounjaro for type 2 diabetes in February 2022.  Start weight was 249 pounds.  Today,  my weight is 162,  down a total of 87 pounds!  No more high blood pressure or high cholesterol.  My lower back pain that prevented me from walking for more than 5 minutes is gone.  I no longer get out of breath just trying to do normal everyday things.  I was very depressed and miserable due to the struggle of trying to live life being so overweight and basically semi handicapped.  I was very introverted and unhappy overall for decades due to being overweight and countless attempts to lose weight and not able to be successful and continued to gain.  Now I can walk for miles on end without any pain.  I can do things I did 25 years ago.  I got my life back.  Wish this drug was around many years ago but better late than never.  I am on a 15mg dosage.  If I get nausea the day after the shot,  I take a couple of tums and its gone.  I take a stool softener to combat hard stools and it does the trick. ",Mounjaro 
"I am 6ft and started at 213lbs.  Blood sugars were a little elevated and I could see they were headed in the wrong direction.  I also have severe sleep apnea.  
I started 7. 5 and just finished my fourth week.   This drug is amazing.  Im down 24 lbs in 28 days.  Lost 4 lbs last week.  Current weight is 189lb.  Goal is 175lb.  I check my blood sugar 2 or 3 times a day.  My highest reading was 101 about an hour after eating.  Most readings in the low 80s which is perfect.   I couldnt have asked for more from this drug.  
Side effects are constipation drink lots of water and tired the day after the shot.  
Ive been slightly overweight my entire life.  I hope to lose this weight and then see if the sleep apnea goes away.   Life changing. ",Mounjaro 
"I am now on the 10 mg dosage.  I was in fear of starting this regimen when my Dr.  suggested it was worth a try.  I finally agreed after months of bad test results on my A1c  liver enzymes.  I did not have the severe side effects that some have experienced.  I felt a little nauseous,  and quickly learned that I had to cut back on my food intake overall,  plus eat less foods that are hard for my body to digest.  I still get some uncomfortable feeling and tiredness about 2 days after the shot.  My A1c and liver enzymes were finally heading in a downtrend at my Dr.  appointment last month. . . the first in over 5 years.  I have lost approximately 21 lbs.  My weight loss is slow but that is fine with me.  I do not know what the future holds but so far this is working. ",Mounjaro 
"Holy side effects.  

First,  if you eat when you take it,  it just sits in your stomach and youll be burping it for 12 hours.  

The headache is insane.  Starts immediately.  

Then you are hit with 3 days of nausea,  fatigue and just overall fatigue.  Just when you start to feel better,  cue the insane heartburn !  

It took me 5 days to feel normal again.  

Ill pass on this even though I lost 5 pounds the first week. ",Mounjaro 
Constant nausea no matter what I eat.  Muscle weakness and tired all the time.  Im feeling mentally down.  Tomorrow will be my 3rd shot and Im seriously hoping these side effects go away so I can get type II diabetes under control.  Probably losing some weight because I dread the nausea after eating so am not eating as much.  The verdict is still out for me on this medicine. ,Mounjaro 
"This is my fifth week and I started on 2. 5mg and now on 5. 0mg,  I have had only one side effect.  Dry mouth but I lost 29lbs the first month.  I weighed 243lbs and now I am down to 214lbs.  If you dont eat fried foods,  sugar,  or heavy carbs,  you will do great.  I dont overeat anymore,  plus exercise I walk 5 miles a day.  I drink at least 64fl oz water.  This medication is worth taking.  I had no issues at all.  And feel great.  I cant wait to fulfill my journey.  The key is to follow a plan.  You want a life change this is it!  I used the coupon and only certain pharmacies know how to code it.  I got lucky because My pharmacy worked with me. ",Mounjaro 
"I saw this medication on TikTok  decided to try it.   Started on 2. 5mg  on 92322 at 204 pounds.   Had some chills  started feeling a little off,  light headed,  metallic taste in mouth,  major loss of appetite,  increased anxiety.  Continued through the 2. 5mg then moved up to 5. 0mg.   On my 4th injection of 5. 0mg my life flipped upside down.  This medication caused me some serious side effects,  syncope,  dehydration,  electrolytes to be out of sync,  chest pain  one heck of panic attack while at work  I had to be rushed to ER.    Very scary  thankful I was not driving when it happened.    I have stopped the medication immediately.   I want to feel normal again.  Down to 190 pounds now not worth the risk. ",Mounjaro 
"This is my 2nd post,  I am on 7. 5 mg of Mounjaro and I have loved every moment of this journey.  I was 243 lbs and lost 49 lbs so far since October 2022.  I also eat a healthy diet and exercise.  Stay hydrated because my side effect is dry mouth and constipation.  I did however find out that if you eat carbs,  sugar,  or fried food you will get nauseous and possibly throw up.  Lesson learned.  Stick to protein and vegetables and fruit.  I need to lose 34 more lbs to be at my ideal weight.  I am still excited to be on this journey. ",Mounjaro 
"I tried Ozempic for 9 weeks and thought I was going to die,  so they switched me to Mounjaro.  The 1st 2 weeks were okay,  I just didn not have an appetite,  but week 3 hit me just like ozempic did.  Total exhaustion,  I have lost 5 lbs in little over 3 days,  
 I have side effects of sulphur burps,  dehydrated,  constant nausea,  falling to sleep at all times,  all night vomiting and diarrhea.  I feel bruised from head to toe and blurred vision.  I am telling people this for a warning.  Read the reviews.  People are constantly going to the ER because of these medications.  I am flustered because I found something that worked for my diabetes,  but  it is really bad for  me.  Since starting Ozempic up to now I have lost almost 30lbs. . .  might sound great but not when you can not function. ",Mounjaro 
"I have been on Mounjaro since March 2023,  it is now February 2024.  When my doctor suggested Mounjaro to me,  I was at a point in my life where I didn not think it could get much worse.  My A1C was off the charts,  I was severely obese at 280 pounds,  and I was scheduling my 6th surgery in 7 months!  Now,  almost a year later,  my diabetes is gone!  I am 100 pounds down to 180 and no more surgeries in my foreseeable future!  Game changer! ",Mounjaro 
"I know this med doesn not work for everyone and some people have some pretty horrific side effects.  Luckily,  I am one of those people who it DOES work for.  In 4 months,  went from A1C of 7. 5 to 5. 0.  All of my other regular labs are in normal range.  Going off atorvastatin 10mg for cholesterol and lisinopril 10mg for high blood pressure soon.  Also,  lost 45 lbs.  Only side effect worth mentioning is constipation,  but I think I finally have a handle on that with magnesium supplement.  Started on 2. 5mg for 8 shots,  5. 0mg the rest of the time.  My biggest problem is supply issues.  I have a prescription for 7. 5mg but haven not been able to find any yet.  Shortage is supposedly ending,  so hopefully that will be resoved soon. ",Mounjaro 
"I was prescribed the 2. 5 dosage as a trial by my endocrinologist for pre diabetic and weight loss on 91522.   I felt fine the first day,  shot was given in the morning but the next day I actually forgot to eat lunch.   That is not normal for me.   I wasnt hungry.  The third and fourth day I had horrible sulphur burps,  nausea,  fatigue.  On the fourth day I took two naps which is not normal for me.   I thought my symptoms were getting worse but then the fifth and sixth day I felt great.  I am fearful to take the next injection this week as I dont want a repeat of the less than desirable side effects.  It really wrecked my weekend.   On the up side,  I lost a couple of pounds the first week.  Thats exciting but at what cost? ",Mounjaro 
I began my journey 082322.  As of 011723 I am down 55lbs.  I have had no issues.  I truly have little to no desire to eat.  I have to force myself to eat.  My blood sugar is now normal to the low end.  I really hope that insurance will kick in before the coupon is no longer effective.  I am stunned by how well this has worked.  I have tried other meds and nothing has come close.  I am 11 lbs from my goal weight.  I think I and going to have to readjust my goal.  Yay! ,Mounjaro 
"Started at the 2. 5 level and lost some weight.   15 lbs.   Sugars are down as well.   Greasy foods are not recommended.   Went to the 5. 0 level and everything dairy went bad. . . sours on the stomach badly,  and quickly.   Ate too much one night and got very ill,  vomiting and diarrhea all night along with serious gas from both ends!   I don not like  that I can not have my diary,  even tried Lactaid to no avail.   Also,  there seems to be a metallic taste in my mouth most of the time. ",Mounjaro 
I started out of the 5mg and was deathly ill from it for about a week with severe diarrhea and  belching that was so awful it made me want to vomit.   I lost 9 pounds and my sugars are going down and staying where they are supposed to be.   I called my doctor and she switched me down to the 2. 5mg better just one day of illness.   Started back on the 5mg and I still feel horrible for 24 hours after day 2 of the shot.   But sugars are awesome and I am hoping this too will pass,Mounjaro 
"Horrible experience taking this drug.  I do not recommend taking this medication unless you want to die.  I started taking 2. 5 mg 6 days ago.  Day 2 and 3 had no appetite and ate very little because the thought of food made me sick. Day 4 and 5 developed nausea,  severe abdominal pain and indigestion unrelieved by antacids. I also have lost five 1bs because I am unable to eat or drink  anything.  I do not have any energy or feel like doing anything.  Day 6 and I still feel sick.  My fasting Blood sugar this morning was 224 even though I  am not eating or drinking hardly anything at all.  It is noon and I havent eaten anything because Im afraid I will throw up.  My heart rate is 120 and normally runs in the eighties.  My doctor is out of the office this week for holidays.  Just hoping and praying I dont wind up in the emergency room.  I will never inject this toxic  stuff into my body again.  I also read that it can cause thyroid cancer. ",Mounjaro 
Im a 2 type diabetes I have been on mounjaro since 101022 I have lost 56lbs and I havent had any major side effects.  I have been eating healthy and exercising 1 hr at day so it has helped me with weight and my blood sugar. ,Mounjaro 
"I have been on Mounjaro for 9 weeks.  I had to jump from 5 to 10 mg last week due to shortage issues.  I am having several problems with severe bloating,  constipation,  headache,  and stomach pain.  I have severe gas that keeps me up most of the night and can be a sign of impending intermittent diarrhea at times.  I am always full and started pushing myself to eat as I can go all day with nothing.  Now I have small welts and itching at injection sites.  Total weight loss 0.   My blood sugar is higher especially in the morning.  This drug is horrible and I wont put my body through it anymore.  I can lose weight easier and healthier than this since it ruined my Thanksgiving,  Christmas and New Years Eve.  I was so excited to try it and have hope.  Im thankful for all those who are benefiting from it.  Good luck to all.  It just wasnt for me. ",Mounjaro 
"My doctor recommended Mounjaro,  I objected because of previous experience with side effects from Byetta,  Victoza,  Trulicity.  He said the side effects were mild.  I agreed to try 2. 5,  that was a horrible decision!  My heart rate elevated,  pulse,  blood pressure increased,  couldnt eat,  diarrhea,  vomiting,  loss of sense of balance.  When to doctor 2 days later  I was so dehydrated I required 2 12 bags of IV solution to help me drive home.  I cant remember ever being so sick.  I will never take again or recommend to anyone! ",Mounjaro 
"I started using Mounjaro at 2. 4 mg,  worked great,  no side effects.  After the doctor increased it to 5 mg,  I developed severe stomach pain,  both upper and lower.  I couldn not tolerate the pain.  I was taking oxycodone.  Tried to live with the pain,  but I couldn not take it anymore,  so I stopped.  Taking this medication,  be very careful with what you are doing.  My blood pressure was very high.  My doctor was out of reach,  so I went to another doctor.  He prescribed a test on my pancreas,  and the test came out bad.  I was informed to stop this medication and take another test in six months.  They didn not tell me what is wrong they just told me to stop this medication and that I have to take another test in 6 months.  It is very serious. ",Mounjaro 
"I started at 373 pounds type 2 diabetic.  My blood sugar was under control I was taking metformin for about a year.  My A1c was around a 6.  In 2 months time I have lost 65 pounds.  I started with the 2. 5mg,  no side effects,  moved to a 5mg had the suffer burps that folks are eluding too but nothing else.  I went to the 7. 5mg then moved to the 10mg.   From about 5mg on I had to make myself eat and like others I started eating right.  My energy levels are up.  No vomiting or liver failure,  thank God.  I am now currently on the 12. 5mg.  Other than no appetite no I seemed to have dodged the side effects.  I would recommend this to anyone it has done wonders for me. ",Mounjaro 
"I started Mounjaro 7 weeks ago.  The first shot made me so nauseous and have such bad abdominal pain that lasted for 12 hours I almost went to the ER.  Told my doctor about my experience and she gave me zofran and told me to continue dieting.  Fast forward to this weekend  took my shot on Friday morning then spent all day Saturday and Sunday projectile vomiting it literally ended up about 7 feet from where I was standing,  uncontrollable diarrhea,  disgusting sulfur burps,  horrible heartburn,  and dizziness.  Finally decided to go to the ER and got treated for dehydration.  They told me to follow up with my primary doctor to talk about the best way to continue the medication.  After this experience I am NEVER taking this drug again.  While I have lose 25lbs in the past 7 weeks I believe its mostly because I have been afraid to eat anything.  I will continue to eat healthy and cut carbs and sugars but I won not be taking Mounjaro again. ",Mounjaro 
"As of today 952022,  I have been on Mounjaro for 5 weeks.   I have experienced upset stomach,  nausea,  weakness,  tiredness.   I am on 2. 5 mg.  Hoping symptoms start to disappear.  I am a Type 2 diabetic,  and the pills didn not seem to help.  I am in my 60s so was wondering if that mattered.  I am not sure.  I would like to continue the Mounjaro,  but if side effects persist,  I may have to try other options. ",Mounjaro 
